soc,title,linguistic,logical,spatial,kinesthetic,musical,interpersonal,intrapersonal,naturalistic,linguistic_z,logical_z,spatial_z,kinesthetic_z,musical_z,interpersonal_z,intrapersonal_z,naturalistic_z,linguistic_pct,logical_pct,spatial_pct,kinesthetic_pct,musical_pct,interpersonal_pct,intrapersonal_pct,naturalistic_pct
13-2011.00,Accountants and Auditors,22.3,19.41,9.57,1.33,4.1,15.55,16.06,11.68,0.941,1.756,-0.852,-1.174,-0.801,0.33,0.6,-0.177,83.3,93.0,23.9,7.3,24.4,62.3,73.9,46.8
27-2011.00,Actors,22.41,8.85,13.73,4.94,13.07,14.11,13.08,9.81,0.969,-2.074,0.832,-0.486,1.797,-0.089,-0.458,-1.143,83.9,0.3,77.9,42.1,94.6,50.7,37.6,10.6
15-2011.00,Actuaries,21.25,24.67,9.35,0.92,3.17,12.41,15.93,12.3,0.674,3.664,-0.941,-1.253,-1.07,-0.583,0.554,0.144,75.4,100.0,20.1,0.7,12.4,34.8,71.7,61.3
29-1291.00,Acupuncturists,18.92,13.52,10.3,6.28,3.0,18.43,17.03,12.52,0.081,-0.38,-0.557,-0.23,-1.119,1.167,0.945,0.258,52.9,41.8,34.6,49.8,9.6,84.8,81.3,66.7
29-1141.01,Acute Care Nurses,19.05,14.18,9.14,4.29,5.3,18.04,18.27,11.74,0.114,-0.141,-1.027,-0.61,-0.453,1.054,1.386,-0.146,54.3,51.3,17.2,38.0,40.9,81.7,90.8,48.4
25-2059.01,Adapted Physical Education Specialists,19.03,12.46,9.18,8.45,5.23,17.34,19.24,9.06,0.109,-0.764,-1.01,0.184,-0.473,0.85,1.73,-1.531,54.1,24.5,17.7,60.3,39.6,77.2,94.0,3.7
51-9191.00,Adhesive Bonding Machine Operators and Tenders,13.73,11.92,12.54,15.87,11.84,10.36,10.97,12.77,-1.238,-0.96,0.35,1.6,1.441,-1.179,-1.208,0.387,12.0,15.3,63.3,92.6,89.9,12.0,11.2,71.7
23-1021.00,"Administrative Law Judges, Adjudicators, and Hearing Officers",25.64,17.02,8.83,1.23,3.64,15.21,17.98,10.46,1.79,0.889,-1.152,-1.194,-0.934,0.231,1.283,-0.807,95.6,81.9,11.4,5.9,19.6,59.1,88.4,20.7
11-3012.00,Administrative Services Managers,22.14,14.81,9.7,3.27,5.83,18.65,15.52,10.09,0.9,0.088,-0.8,-0.804,-0.3,1.231,0.409,-0.999,82.3,61.0,26.6,31.0,45.9,86.8,66.8,14.1
25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",24.25,13.49,9.23,1.54,4.38,18.15,18.5,10.46,1.437,-0.391,-0.99,-1.134,-0.72,1.085,1.467,-0.807,92.1,41.3,18.2,12.0,27.7,82.9,92.6,20.7
29-1141.02,Advanced Practice Psychiatric Nurses,19.06,14.27,7.7,2.11,3.33,20.83,20.15,12.55,0.117,-0.108,-1.61,-1.026,-1.024,1.865,2.054,0.273,54.5,52.9,2.8,20.6,14.1,97.3,97.4,67.1
41-3011.00,Advertising Sales Agents,23.61,14.59,10.49,2.36,4.71,20.07,13.59,10.58,1.274,0.008,-0.48,-0.978,-0.624,1.644,-0.277,-0.745,89.4,57.6,37.8,23.0,32.3,94.3,43.3,23.3
11-2011.00,Advertising and Promotions Managers,23.21,15.93,11.61,1.65,3.15,17.44,16.03,10.99,1.172,0.494,-0.026,-1.113,-1.076,0.879,0.59,-0.533,88.0,72.5,52.0,15.0,11.7,77.6,73.6,31.1
17-3021.00,Aerospace Engineering and Operations Technologists and Technicians,17.11,17.18,12.28,7.13,8.97,12.06,12.18,13.1,-0.379,0.947,0.245,-0.068,0.61,-0.685,-0.778,0.557,36.0,83.1,60.3,54.1,74.7,31.5,26.8,76.0
17-2011.00,Aerospace Engineers,19.2,20.47,13.46,1.48,6.79,10.61,15.35,12.64,0.153,2.14,0.723,-1.146,-0.022,-1.107,0.348,0.32,56.8,96.6,74.0,10.4,55.6,14.8,64.8,69.2
13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",23.68,14.54,9.68,1.3,6.93,20.03,14.9,8.94,1.292,-0.01,-0.808,-1.18,0.019,1.632,0.188,-1.593,89.5,57.3,25.8,7.0,57.2,93.8,59.2,3.0
17-2021.00,Agricultural Engineers,18.2,20.17,13.12,3.07,5.93,11.12,12.1,16.29,-0.102,2.032,0.585,-0.842,-0.271,-0.958,-0.807,2.206,46.4,95.7,70.2,29.6,47.0,20.1,25.5,96.3
45-2091.00,Agricultural Equipment Operators,13.82,11.04,13.88,16.74,15.26,9.45,8.34,11.46,-1.216,-1.279,0.893,1.766,2.431,-1.444,-2.143,-0.29,12.5,5.8,79.4,96.1,98.7,4.7,0.2,41.4
45-2011.00,Agricultural Inspectors,17.36,14.72,11.43,5.92,8.46,12.94,15.42,13.76,-0.315,0.055,-0.099,-0.299,0.462,-0.429,0.373,0.899,37.6,59.6,49.3,47.5,70.1,39.7,65.8,83.7
25-1041.00,"Agricultural Sciences Teachers, Postsecondary",23.13,15.06,7.45,2.64,2.49,15.43,18.5,15.29,1.152,0.178,-1.711,-0.924,-1.267,0.295,1.467,1.689,87.6,65.0,1.2,25.1,5.6,61.6,92.6,93.5
19-4012.00,Agricultural Technicians,16.96,15.18,12.3,8.93,6.2,11.37,12.84,16.23,-0.417,0.222,0.253,0.276,-0.193,-0.886,-0.544,2.175,35.1,66.4,60.4,62.6,49.8,23.0,34.6,96.0
53-2021.00,Air Traffic Controllers,17.39,14.75,12.84,3.74,9.9,13.05,14.29,14.06,-0.308,0.066,0.472,-0.715,0.879,-0.397,-0.028,1.054,38.3,60.2,66.9,34.8,80.2,41.3,52.5,87.0
53-1041.00,Aircraft Cargo Handling Supervisors,15.58,12.43,11.13,9.55,10.07,16.07,14.43,10.76,-0.768,-0.775,-0.221,0.394,0.928,0.481,0.021,-0.652,26.0,23.8,45.7,65.2,81.4,66.4,54.0,26.6
49-3011.00,Aircraft Mechanics and Service Technicians,14.31,14.37,13.41,13.51,11.84,9.11,11.56,11.88,-1.091,-0.072,0.703,1.15,1.441,-1.543,-0.998,-0.073,16.4,54.7,73.2,81.5,89.9,3.5,18.5,52.6
51-2011.00,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",14.46,13.26,14.14,12.16,11.57,11.02,12.06,11.33,-1.053,-0.474,0.998,0.892,1.363,-0.987,-0.821,-0.358,17.9,36.9,83.0,75.1,88.4,18.9,24.6,38.6
53-2022.00,Airfield Operations Specialists,18.89,14.0,11.37,5.21,9.26,15.0,15.17,11.1,0.074,-0.206,-0.123,-0.434,0.694,0.17,0.284,-0.476,52.7,49.1,48.8,43.5,76.3,57.4,62.0,33.4
53-2011.00,"Airline Pilots, Copilots, and Flight Engineers",13.96,12.78,13.87,12.71,11.84,9.49,13.04,12.32,-1.18,-0.648,0.889,0.997,1.441,-1.432,-0.473,0.154,13.5,28.1,79.3,77.7,89.9,4.9,37.0,62.2
29-1229.01,Allergists and Immunologists,20.23,16.42,9.77,2.14,4.33,15.97,17.18,13.97,0.415,0.672,-0.771,-1.02,-0.734,0.452,0.998,1.007,67.2,77.3,27.4,21.0,27.1,65.2,82.4,85.8
53-3011.00,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",16.9,11.52,12.32,12.4,8.12,15.3,13.06,10.37,-0.432,-1.105,0.261,0.938,0.364,0.257,-0.466,-0.854,34.8,10.1,60.6,76.5,67.2,60.0,37.1,19.1
39-3091.00,Amusement and Recreation Attendants,21.93,12.3,9.62,8.89,7.44,17.83,12.83,9.16,0.847,-0.822,-0.832,0.268,0.167,0.992,-0.547,-1.479,80.9,21.4,24.7,62.3,61.9,80.3,34.5,4.1
29-1071.01,Anesthesiologist Assistants,17.16,14.15,11.18,8.65,8.46,13.04,14.37,12.98,-0.366,-0.152,-0.2,0.222,0.462,-0.4,-0.0,0.495,36.4,51.1,46.6,61.4,70.1,41.1,53.0,74.6
29-1211.00,Anesthesiologists,17.74,15.88,9.66,6.78,6.71,13.22,15.82,14.18,-0.219,0.476,-0.816,-0.134,-0.045,-0.348,0.515,1.116,41.6,72.0,25.6,51.6,54.8,43.0,70.9,87.8
45-2021.00,Animal Breeders,14.74,14.88,11.07,11.34,5.87,13.62,13.52,14.96,-0.982,0.113,-0.245,0.736,-0.288,-0.232,-0.302,1.519,19.7,62.2,45.2,71.4,46.5,45.9,42.4,92.3
39-2021.00,Animal Caretakers,18.21,13.0,9.94,10.46,7.34,16.54,13.29,11.22,-0.099,-0.569,-0.703,0.568,0.138,0.617,-0.384,-0.414,46.8,32.0,30.5,67.8,60.9,69.7,39.8,36.0
33-9011.00,Animal Control Workers,19.15,12.99,9.29,8.98,6.26,16.95,14.2,12.17,0.14,-0.572,-0.966,0.285,-0.175,0.737,-0.06,0.077,55.8,31.7,19.1,62.9,50.4,73.9,50.6,58.3
19-1011.00,Animal Scientists,20.12,18.14,9.2,2.56,4.69,12.57,14.71,18.01,0.387,1.295,-1.002,-0.94,-0.63,-0.537,0.121,3.095,66.2,88.6,17.8,24.4,32.0,36.6,56.9,99.3
39-2011.00,Animal Trainers,15.58,11.96,10.52,10.78,8.38,15.8,17.32,9.66,-0.768,-0.946,-0.468,0.629,0.439,0.402,1.048,-1.221,26.0,16.1,38.0,68.8,68.8,63.6,83.4,8.9
19-3091.00,Anthropologists and Archeologists,23.72,14.25,9.94,2.01,3.16,15.54,17.42,13.95,1.302,-0.115,-0.703,-1.045,-1.073,0.327,1.084,0.997,89.7,52.5,30.5,19.8,12.0,62.2,84.1,85.6
25-1061.00,"Anthropology and Archeology Teachers, Postsecondary",24.58,13.26,7.99,1.37,2.94,16.73,20.33,12.81,1.521,-0.474,-1.492,-1.167,-1.137,0.673,2.118,0.407,93.2,36.9,4.5,7.7,9.1,72.0,97.7,72.4
13-2023.00,Appraisers and Assessors of Real Estate,21.81,16.81,12.34,2.62,4.46,14.52,13.37,14.07,0.816,0.813,0.269,-0.928,-0.696,0.03,-0.355,1.059,80.0,80.2,61.1,24.9,29.1,54.3,40.9,87.1
13-2022.00,Appraisers of Personal and Business Property,22.15,16.34,11.87,2.73,6.31,14.13,13.23,13.24,0.903,0.643,0.079,-0.907,-0.161,-0.083,-0.405,0.63,82.4,76.4,55.3,26.5,50.9,50.8,39.1,77.6
23-1022.00,"Arbitrators, Mediators, and Conciliators",27.27,14.98,8.36,1.0,2.65,18.82,17.46,9.47,2.205,0.149,-1.342,-1.237,-1.221,1.28,1.098,-1.319,98.3,63.8,7.0,1.7,6.6,88.6,84.6,7.2
17-1011.00,"Architects, Except Landscape and Naval",18.07,17.14,17.03,2.88,4.63,13.17,14.53,12.56,-0.135,0.933,2.169,-0.879,-0.647,-0.362,0.057,0.278,45.3,82.8,98.3,27.9,31.2,42.4,55.3,67.4
17-3011.00,Architectural and Civil Drafters,17.74,17.17,17.19,4.09,5.49,12.24,13.86,12.22,-0.219,0.944,2.234,-0.648,-0.398,-0.633,-0.181,0.103,41.6,83.0,98.7,37.1,42.7,32.9,46.6,59.8
11-9041.00,Architectural and Engineering Managers,20.05,17.67,14.72,2.52,3.58,15.03,14.8,11.62,0.369,1.125,1.233,-0.947,-0.951,0.178,0.153,-0.208,65.5,86.0,88.1,23.8,18.5,57.6,58.1,45.2
25-1031.00,"Architecture Teachers, Postsecondary",22.24,14.65,14.18,1.5,5.06,14.7,17.72,9.95,0.926,0.03,1.015,-1.142,-0.523,0.082,1.19,-1.071,82.9,58.6,83.7,10.7,37.1,55.5,86.6,12.1
25-4011.00,Archivists,23.25,15.57,9.96,3.4,3.82,16.09,14.56,13.35,1.183,0.363,-0.694,-0.779,-0.882,0.487,0.067,0.687,88.1,70.1,30.9,32.1,21.7,66.6,55.7,79.2
25-1062.00,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",26.17,13.14,8.17,1.12,4.23,17.28,19.82,10.06,1.925,-0.518,-1.419,-1.215,-0.763,0.833,1.936,-1.014,96.6,34.5,5.9,3.7,26.1,76.7,96.2,13.6
27-1011.00,Art Directors,19.23,14.24,17.26,3.06,8.22,13.09,13.26,11.63,0.16,-0.119,2.262,-0.844,0.393,-0.386,-0.394,-0.202,57.2,52.2,98.8,29.5,67.8,41.5,39.6,45.5
29-1129.01,Art Therapists,16.95,11.31,10.95,3.69,8.76,20.13,19.94,8.27,-0.42,-1.181,-0.294,-0.724,0.549,1.661,1.979,-1.939,35.0,8.1,43.3,34.3,72.6,95.0,96.6,0.3
25-1121.00,"Art, Drama, and Music Teachers, Postsecondary",21.42,10.59,12.32,2.7,11.55,15.01,17.73,8.67,0.717,-1.443,0.261,-0.913,1.357,0.173,1.194,-1.733,77.2,3.5,60.6,26.1,88.3,57.5,86.9,1.7
19-2011.00,Astronomers,21.06,21.62,11.51,1.51,2.54,11.15,16.38,14.22,0.626,2.557,-0.067,-1.14,-1.253,-0.95,0.714,1.136,74.2,98.7,51.1,10.9,5.8,20.4,76.0,88.0
27-2021.00,Athletes and Sports Competitors,16.97,11.41,10.99,15.09,7.41,15.39,13.32,9.42,-0.415,-1.145,-0.277,1.451,0.158,0.283,-0.373,-1.345,35.2,8.9,44.0,89.7,61.0,61.2,40.2,6.6
29-9091.00,Athletic Trainers,17.45,13.15,9.89,7.29,6.4,17.06,18.23,10.53,-0.292,-0.514,-0.723,-0.037,-0.135,0.769,1.371,-0.771,38.7,34.7,29.3,55.1,51.9,74.9,90.5,21.6
19-2021.00,Atmospheric and Space Scientists,21.72,20.3,9.86,0.92,3.08,12.17,15.34,16.61,0.793,2.079,-0.735,-1.253,-1.096,-0.653,0.345,2.372,79.2,96.1,29.1,0.7,11.1,32.7,64.7,96.9
25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",23.58,18.0,7.74,1.09,2.59,15.07,17.17,14.76,1.266,1.245,-1.594,-1.22,-1.238,0.19,0.995,1.415,89.1,87.5,2.9,3.5,6.3,57.9,82.3,91.3
27-4011.00,Audio and Video Technicians,17.22,13.58,13.31,7.53,12.89,11.91,12.93,10.64,-0.351,-0.358,0.662,0.009,1.745,-0.729,-0.512,-0.714,36.7,42.7,71.7,56.3,94.0,29.6,35.9,24.3
29-1181.00,Audiologists,18.04,13.48,8.19,4.71,10.41,17.4,16.73,11.05,-0.142,-0.395,-1.411,-0.529,1.027,0.867,0.838,-0.502,45.0,40.9,6.2,40.6,82.9,77.5,79.0,32.2
49-2097.00,Audiovisual Equipment Installers and Repairers,14.38,13.91,14.12,10.97,11.54,11.87,11.63,11.58,-1.073,-0.239,0.99,0.665,1.354,-0.74,-0.974,-0.228,17.3,46.6,82.7,69.6,88.1,29.2,19.4,44.4
49-3021.00,Automotive Body and Related Repairers,14.05,12.42,14.67,13.51,10.96,11.23,10.65,12.52,-1.157,-0.779,1.213,1.15,1.186,-0.926,-1.322,0.258,14.0,23.6,87.7,81.5,85.3,21.5,7.2,66.7
17-3027.01,Automotive Engineering Technicians,17.35,17.87,12.77,9.39,7.79,10.86,11.65,12.31,-0.318,1.198,0.444,0.364,0.268,-1.034,-0.967,0.149,37.4,86.8,65.9,64.2,65.1,17.0,19.6,61.6
17-2141.02,Automotive Engineers,18.26,21.46,14.05,3.17,5.21,11.66,14.22,11.97,-0.086,2.499,0.962,-0.823,-0.479,-0.801,-0.053,-0.027,47.3,98.3,81.9,30.3,39.0,26.4,50.9,54.5
49-3022.00,Automotive Glass Installers and Repairers,14.98,11.94,13.73,13.72,7.86,15.22,12.17,10.37,-0.921,-0.953,0.832,1.19,0.288,0.234,-0.782,-0.854,21.8,15.8,77.9,83.4,65.8,59.4,26.6,19.1
49-3023.00,Automotive Service Technicians and Mechanics,12.53,13.89,13.66,13.92,12.33,10.5,11.34,11.84,-1.544,-0.246,0.804,1.228,1.583,-1.139,-1.077,-0.094,4.1,46.4,76.4,84.6,91.9,13.0,16.0,51.3
53-6031.00,Automotive and Watercraft Service Attendants,14.36,12.96,11.95,13.65,11.43,15.5,9.64,10.51,-1.078,-0.583,0.111,1.177,1.322,0.315,-1.681,-0.781,17.0,31.3,56.4,82.8,87.9,61.9,1.2,21.1
53-6051.01,Aviation Inspectors,17.02,14.92,12.28,7.13,10.03,14.19,12.5,11.94,-0.402,0.128,0.245,-0.068,0.917,-0.066,-0.664,-0.042,35.5,63.1,60.3,54.1,81.1,51.2,30.2,53.7
49-2091.00,Avionics Technicians,17.03,15.99,13.45,10.07,8.4,11.69,11.99,11.38,-0.399,0.516,0.719,0.493,0.445,-0.793,-0.846,-0.332,35.7,73.2,73.9,66.7,69.1,26.7,23.8,39.6
39-6011.00,Baggage Porters and Bellhops,18.31,10.4,10.44,13.09,10.27,17.58,10.47,9.44,-0.074,-1.512,-0.5,1.07,0.986,0.92,-1.386,-1.335,47.7,2.6,36.9,79.8,82.4,78.3,5.0,6.8
33-3011.00,Bailiffs,19.59,13.12,8.86,9.55,5.75,17.99,15.95,9.19,0.252,-0.525,-1.14,0.394,-0.323,1.039,0.561,-1.464,60.2,34.1,12.2,65.2,45.0,81.3,72.3,4.6
51-3011.00,Bakers,15.08,12.07,13.48,8.96,8.86,12.25,13.17,16.13,-0.895,-0.906,0.731,0.282,0.578,-0.63,-0.426,2.124,22.4,18.0,74.3,62.8,73.6,33.1,38.5,95.9
39-5011.00,Barbers,18.32,11.11,12.85,11.92,4.18,17.5,14.38,9.73,-0.071,-1.254,0.476,0.846,-0.778,0.897,0.004,-1.185,47.8,6.4,67.3,73.7,25.6,78.0,53.5,9.8
35-3023.01,Baristas,17.93,10.76,10.99,11.76,10.6,15.18,11.48,11.29,-0.17,-1.381,-0.277,0.816,1.082,0.222,-1.027,-0.378,42.7,4.5,44.0,73.3,84.0,58.9,17.4,38.0
35-3011.00,Bartenders,17.52,11.29,10.86,9.54,10.06,17.13,13.1,10.5,-0.275,-1.189,-0.33,0.392,0.925,0.789,-0.451,-0.787,39.0,7.9,42.5,64.8,81.3,75.5,37.7,21.0
49-3091.00,Bicycle Repairers,16.38,13.5,14.42,12.78,6.01,14.86,12.01,10.04,-0.565,-0.387,1.112,1.011,-0.248,0.129,-0.839,-1.024,31.4,41.5,86.0,78.0,47.9,56.4,24.0,13.4
43-3011.00,Bill and Account Collectors,24.57,15.37,9.3,1.53,6.88,17.9,13.64,10.81,1.518,0.291,-0.962,-1.136,0.004,1.013,-0.259,-0.626,93.1,67.7,19.4,11.7,57.0,80.8,43.8,27.1
43-3021.00,Billing and Posting Clerks,21.96,17.61,9.49,3.33,4.48,16.65,14.78,11.7,0.854,1.103,-0.885,-0.793,-0.691,0.649,0.146,-0.166,81.2,85.7,22.7,31.4,29.4,70.9,57.6,47.1
19-1021.00,Biochemists and Biophysicists,19.93,19.12,10.19,3.42,2.66,10.32,16.87,17.5,0.338,1.651,-0.601,-0.776,-1.218,-1.191,0.888,2.832,64.4,92.4,33.8,32.2,6.8,11.2,80.2,98.3
17-2031.00,Bioengineers and Biomedical Engineers,18.39,20.06,13.11,3.58,3.32,11.73,15.33,14.48,-0.053,1.992,0.581,-0.745,-1.027,-0.781,0.341,1.271,48.3,95.6,70.1,33.1,13.9,27.5,64.4,89.7
51-8099.01,Biofuels Processing Technicians,15.5,13.53,12.34,12.46,11.41,10.64,10.72,13.4,-0.788,-0.376,0.269,0.95,1.316,-1.098,-1.297,0.712,25.3,42.1,61.1,76.6,87.4,15.0,8.2,79.9
11-3051.03,Biofuels Production Managers,17.18,15.48,10.79,5.28,8.36,14.53,14.35,14.04,-0.361,0.331,-0.358,-0.421,0.433,0.033,-0.007,1.043,36.6,69.7,41.6,43.7,68.6,54.4,52.9,86.7
11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers,18.47,18.33,11.5,5.01,7.22,12.1,13.73,13.66,-0.033,1.364,-0.071,-0.472,0.103,-0.673,-0.227,0.847,49.0,89.0,51.0,42.4,60.0,31.9,45.1,83.1
19-1029.01,Bioinformatics Scientists,20.05,18.75,10.63,2.46,5.3,11.15,14.5,17.16,0.369,1.517,-0.423,-0.959,-0.453,-0.95,0.046,2.656,65.5,90.9,38.7,23.4,40.9,20.4,54.9,97.7
15-2099.01,Bioinformatics Technicians,20.59,20.03,12.1,1.63,3.18,11.5,14.89,16.07,0.506,1.981,0.172,-1.117,-1.067,-0.848,0.185,2.093,70.2,95.4,58.1,14.4,12.5,24.4,58.8,95.4
25-1042.00,"Biological Science Teachers, Postsecondary",23.03,16.19,7.52,1.59,2.14,13.63,17.77,18.12,1.127,0.588,-1.683,-1.125,-1.368,-0.229,1.208,3.152,86.8,74.9,1.7,13.3,4.6,46.0,87.1,99.6
19-4021.00,Biological Technicians,18.88,16.33,11.5,6.44,5.07,8.75,14.84,18.19,0.071,0.639,-0.071,-0.199,-0.52,-1.647,0.167,3.189,52.5,76.3,51.0,50.4,37.4,2.3,58.3,99.8
19-1029.04,Biologists,20.49,17.34,10.14,3.2,3.13,12.09,15.14,18.47,0.481,1.005,-0.622,-0.818,-1.082,-0.676,0.274,3.333,69.5,84.0,32.8,30.6,11.6,31.8,61.4,100.0
51-8013.03,Biomass Plant Technicians,13.56,14.08,12.88,12.4,10.3,10.76,12.9,13.14,-1.282,-0.177,0.488,0.938,0.995,-1.063,-0.522,0.578,10.2,50.4,67.7,76.5,82.6,16.2,35.3,76.6
11-3051.04,Biomass Power Plant Managers,17.69,16.77,10.47,5.49,6.98,15.16,15.1,12.34,-0.231,0.799,-0.488,-0.381,0.033,0.216,0.259,0.165,40.7,79.6,37.6,44.7,57.9,58.7,60.9,62.9
15-2041.01,Biostatisticians,22.3,21.92,9.46,1.34,1.28,11.89,17.97,13.84,0.941,2.666,-0.897,-1.173,-1.617,-0.734,1.279,0.94,83.3,99.2,22.1,7.4,0.3,29.5,88.1,84.6
47-2011.00,Boilermakers,13.77,13.35,13.57,14.61,11.92,8.88,12.57,11.34,-1.228,-0.442,0.768,1.36,1.464,-1.61,-0.64,-0.352,12.2,38.6,75.4,87.7,90.4,2.8,30.9,39.0
43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks",22.58,18.75,10.68,3.13,3.12,15.91,13.64,12.19,1.012,1.517,-0.403,-0.831,-1.085,0.434,-0.259,0.087,84.9,90.9,39.7,30.0,11.5,64.5,43.8,59.2
47-2021.00,Brickmasons and Blockmasons,12.76,13.24,15.68,16.63,8.46,10.38,11.05,11.81,-1.485,-0.482,1.622,1.745,0.462,-1.174,-1.18,-0.109,5.5,36.4,94.2,95.7,70.1,12.1,12.4,50.3
53-6011.00,Bridge and Lock Tenders,15.36,11.51,11.86,11.09,15.13,12.04,11.66,11.35,-0.824,-1.109,0.075,0.688,2.394,-0.691,-0.963,-0.347,24.4,9.8,55.0,70.1,98.5,31.3,19.8,39.1
27-3011.00,Broadcast Announcers and Radio Disc Jockeys,29.84,12.88,9.39,3.91,6.39,13.67,14.13,9.79,2.858,-0.612,-0.925,-0.682,-0.137,-0.217,-0.085,-1.154,99.4,29.6,21.0,36.4,51.7,46.4,49.6,10.4
27-4012.00,Broadcast Technicians,17.4,14.96,13.07,8.21,10.0,10.56,14.26,11.54,-0.305,0.142,0.565,0.139,0.908,-1.121,-0.039,-0.249,38.5,63.6,69.7,59.5,80.9,13.5,51.5,43.6
43-4011.00,Brokerage Clerks,24.06,16.65,10.1,3.18,5.71,14.97,14.45,10.88,1.388,0.755,-0.638,-0.821,-0.334,0.161,0.028,-0.59,91.1,79.0,32.3,30.4,44.3,57.0,54.4,28.7
11-9199.11,Brownfield Redevelopment Specialists and Site Managers,20.91,18.94,10.59,1.61,3.32,14.7,15.67,14.26,0.587,1.586,-0.439,-1.121,-1.027,0.082,0.462,1.157,73.2,91.4,38.6,14.0,13.9,55.5,68.9,88.8
13-2031.00,Budget Analysts,22.72,22.26,9.37,1.41,3.66,13.66,15.37,11.53,1.048,2.79,-0.933,-1.159,-0.928,-0.22,0.355,-0.254,85.5,99.4,20.7,8.6,19.9,46.3,65.0,43.4
53-3051.00,"Bus Drivers, School",15.11,9.62,13.76,11.08,14.15,13.02,11.98,11.27,-0.888,-1.794,0.844,0.686,2.11,-0.406,-0.849,-0.389,22.6,0.6,78.2,70.0,97.9,40.6,23.4,37.2
53-3052.00,"Bus Drivers, Transit and Intercity",13.91,9.16,14.23,13.64,13.7,14.36,10.66,10.33,-1.193,-1.961,1.035,1.175,1.98,-0.016,-1.318,-0.874,13.3,0.4,84.5,82.4,96.8,52.3,7.6,18.6
49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,12.78,12.66,13.32,13.77,15.44,10.01,11.08,10.94,-1.48,-0.692,0.666,1.2,2.484,-1.281,-1.169,-0.559,5.8,26.6,71.9,83.9,98.9,9.3,12.8,30.2
13-1199.04,Business Continuity Planners,21.64,18.71,9.94,1.37,3.48,15.34,18.3,11.23,0.773,1.502,-0.703,-1.167,-0.98,0.269,1.396,-0.409,78.7,90.6,30.5,7.7,16.7,60.3,91.2,36.5
15-2051.01,Business Intelligence Analysts,23.71,20.5,9.47,1.18,1.56,13.48,17.59,12.5,1.299,2.151,-0.893,-1.203,-1.536,-0.272,1.144,0.247,89.6,96.9,22.5,4.8,1.2,44.9,85.5,66.0
25-1011.00,"Business Teachers, Postsecondary",25.79,16.09,7.82,1.19,2.14,17.5,20.01,9.46,1.828,0.552,-1.561,-1.201,-1.368,0.897,2.004,-1.324,96.2,73.9,3.2,5.0,4.6,78.0,96.8,6.9
51-3021.00,Butchers and Meat Cutters,14.4,11.57,12.05,12.11,8.93,14.69,10.9,15.35,-1.068,-1.087,0.152,0.883,0.598,0.08,-1.233,1.72,17.6,11.1,57.7,74.6,74.3,55.1,10.1,94.1
13-1021.00,"Buyers and Purchasing Agents, Farm Products",20.3,16.78,9.85,3.06,5.05,16.5,14.67,13.79,0.432,0.802,-0.739,-0.844,-0.526,0.606,0.107,0.914,67.7,80.0,28.7,29.5,37.0,69.4,56.6,84.0
51-7011.00,Cabinetmakers and Bench Carpenters,12.28,13.11,16.24,15.89,11.42,8.22,11.11,11.73,-1.607,-0.529,1.849,1.604,1.319,-1.801,-1.158,-0.151,3.2,33.9,96.2,92.7,87.7,0.9,13.5,47.9
27-4031.00,"Camera Operators, Television, Video, and Film",18.01,12.33,14.88,9.63,8.51,11.79,12.2,12.66,-0.15,-0.812,1.298,0.409,0.477,-0.764,-0.771,0.33,44.6,22.0,89.6,65.4,70.8,28.3,27.0,69.7
49-9061.00,Camera and Photographic Equipment Repairers,15.65,14.5,15.7,11.1,6.12,11.58,13.15,12.19,-0.75,-0.025,1.63,0.69,-0.216,-0.825,-0.434,0.087,26.6,56.7,94.3,70.2,49.1,25.3,38.3,59.2
53-5021.00,"Captains, Mates, and Pilots of Water Vessels",14.87,11.87,13.84,11.64,11.0,12.47,12.27,12.04,-0.949,-0.978,0.877,0.793,1.198,-0.566,-0.746,0.009,20.8,14.8,78.9,72.4,85.8,35.0,27.4,55.6
29-2031.00,Cardiovascular Technologists and Technicians,18.17,14.27,10.91,8.65,6.42,14.62,15.17,11.79,-0.109,-0.108,-0.31,0.222,-0.129,0.059,0.284,-0.12,45.9,52.9,43.0,61.4,52.3,54.7,62.0,50.2
25-2023.00,"Career/Technical Education Teachers, Middle School",20.74,13.47,10.43,3.65,7.16,16.07,18.21,10.27,0.544,-0.398,-0.504,-0.732,0.086,0.481,1.364,-0.905,71.7,40.7,36.8,33.8,59.5,66.4,90.0,17.6
25-1194.00,"Career/Technical Education Teachers, Postsecondary",20.85,14.49,9.91,5.31,4.68,16.78,18.77,9.2,0.572,-0.028,-0.715,-0.415,-0.633,0.687,1.563,-1.459,72.3,56.5,29.9,43.8,31.8,72.7,93.4,4.8
